SMILES,test
NC(=O)CCC[NH2+][C@@H]1CCOC2(CCCC2)C1,0
COc1cccc(C2=NN3[C@@H](c4ccc(OC)c(OC)c4C(=O)[O-])Oc4c(OC)cccc4[C@@H]3C2)c1,0
Cc1cc(C(=O)N2CCN(C(=O)[C@H]3C[C@@H]3c3ccccc3F)CC2)c(C)o1,0
CCCC(=O)N[C@@H]1CCCN(C(=O)[C@H]2CN(Cc3ccccc3)CCO2)C1,0
COc1ccccc1[C@@H](C)CC(=O)O[C@@H](C)c1nccs1,0
O=C(Nc1cc(F)c(F)cc1F)c1n[nH]c(C2CC2)n1,0
CC(C)(C)Oc1ncccc1I,0
C[C@@]1(C(=O)N2CCN(S(=O)(=O)c3ccccc3Cl)CC2)CC1(Cl)Cl,0
C[C@@H]1CCOCCN1C(=O)NCCc1ccsc1,0
CCC(=O)NNC(=O)CSc1nc2c(C)c(C)ccc2cc1CC,0
COc1ccc(C)cc1NC(=O)C(=O)N/N=C/c1c(O)ccc2ccccc12,0
C=CCNC(=O)c1ccc(OCc2cn3ccccc3n2)cc1,0
N#Cc1cccc(NNC(=O)NCc2cn3cc(Cl)ccc3n2)c1,0
CC[C@@H](C)[C@@H]1C[NH2+][C@@](C)(C2CC2)CN1Cc1nccs1,0
CCn1nc(C)c(CN2CCN(C(=O)C(=O)N3CCCC3)CC2)c1C,0
COC[C@@H](O)CN(C)C(=O)c1cc(C)n(-c2ccc(OC)cc2)n1,0
O=C(Cl)c1cc(=O)n2ccsc2n1,0
CCOc1ccc([C@H]2Nc3ccccc3C(=O)N2C[C@@H]2CCCO2)cc1,0
C[C@@]12CCC(=O)N1[C@H](C(=O)OCn1nnc3ccccc3c1=O)CS2,0
COc1cc2nc([S-])n(Cc3ccc(N(C)C)cc3)c(=O)c2cc1OC,0
Cc1ccc(-n2cc(-c3ccc(Br)cc3)[nH]c2=O)cc1Cl,0
C[C@@]1(C[NH2+]C[C@H](O)c2cc(Cl)ccc2Cl)CCCO1,0
Clc1nc2ccc(I)cc2nc1Cl,0
NC(=O)c1sc2ncccc2c1C1CCC(C[NH2+]CC2=CCCOC2)CC1,0
COc1ccc(C(=O)N2C[C@H](C[NH+]3CCCC3)[C@@H](c3cccc(F)c3)C2)cc1OC,0
COC(=O)[C@H](C)CS[C@@H]1CCOC2(CCCC2)C1,0
C[C@H](O)CC[NH+](C)[C@@H](C)C(=O)Nc1cccc(C(F)(F)F)c1,0
Cc1cccc2sc(N(Cc3ccccc3)C(=O)CN3CCC(NS(C)(=O)=O)CC3)nc12,0
O=[N+]([O-])c1c(F)cccc1N1CCC[C@@H]1CO,0
Cc1c(NC(=O)C2(C#N)CCCC2)c(=O)n(-c2ccccc2)n1C,0
O=S(=O)(NC[C@@H](c1ccccc1)N1CCOCC1)c1ccc(F)cc1Cl,0
C[C@@H]1OCC[C@@H]1C(=O)NCCSc1ccc(Cl)cc1,0
CCSc1ccccc1C(=O)NCCn1nc(-c2ccccc2)ccc1=O,0
CSCC[C@H](C)NC(=O)Nc1ccc2[nH]c(C(F)F)nc2c1,0
C#CCN(Cc1ccc(F)cc1)Cc1ccccc1N1CCN(C(C)=O)CC1,0
COc1ccc(OC)c(NC(=O)CSc2nc3ccsc3c(=O)n2-c2ccc(C)c(C)c2)c1,0
CC(C)[C@@H](NC(=O)c1ccccc1)C(=O)N[C@@H](C)[C@@H]1CCCO1,0
CC(=O)c1ccc(C(=O)N[C@H](C)c2ccccc2F)s1,0
C[C@@H]1[NH2+]CCC[C@@H]1C(=O)NC[C@@H]1CCCO1,0
O=C([O-])c1ccc2c(c1)-c1nc3ccccc3n1C2=O,0
CCOC(=O)[C@H](CC)Sc1nnc(-c2ccccc2)s1,0
CS(=O)(=O)CCCC[NH+]1CCC[C@H]1Cc1ccc2ccccc2c1,0
CCc1ccccc1NC(=O)[C@H]1CCCN(S(=O)(=O)c2ccc(C)s2)C1,0
CCCN1CCO[C@H](c2ccc(C)cc2C)C1,0
COc1ccc([N+](=O)[O-])cc1NC(=O)CCc1c[nH]c2ccccc12,0
Cc1ccc(C)c(NC(=S)NCCNc2nc3cc4c(cc3cc2C#N)OCO4)c1,0
CC1=C(C(=O)Nc2cccc(C)c2)[C@H](c2ccc(F)cc2)n2ncnc2N1,0
C[C@@H]1C[C@H](Nc2cccc(N3CCCC3=O)c2)CS1,0
CC[C@H]1CN(c2cc3c(cc2Br)C(=O)C(=O)N3)CC[NH+]1C,0
CC(C)(CNC(=O)N[C@H](CO)c1ccc(Cl)c(F)c1)[NH+]1CCCCC1,0
COCCn1c(C(=O)N2CCO[C@@H](c3ccccc3)C2)cc2ccccc21,0
[NH3+][C@H]1CCN(c2ccc(-c3nc(Cc4ccccc4)no3)cn2)C1,0
CCC[C@@H](C)NC(=O)[C@@H]1CCC[NH+](CCC(C)(C)O)C1,0
O=C1[C@@H](NCc2ccc(-n3ccnc3)cc2)CCCN1c1ccccc1F,0
CC[NH+](CC(=O)Nc1ccc(NC(C)=O)cc1)[C@@H](C)c1ccc(F)cc1,0
CC(C)CC(=O)N1CCC(NC(=O)[C@@H]2CC(=O)N(c3ccccc3)C2)CC1,0
CS[C@@H]1CCC[C@@H]1NC(=O)N1CCN(C(=O)CCC2CCCC2)CC1,0
Cc1nnc(NC(=O)CN2CCCCC2=O)s1,0
CCC[C@H]1C[C@@H]1NC(=O)CCc1ccc(Cl)cc1,0
Cc1cc(CNC(=O)C(=O)Nc2cc3c4c(c2)CCN4C(=O)CC3)c(C)o1,0
Cc1n[nH]c2c1[C@@H](c1cc3c(cc1[N+](=O)[O-])OCO3)SCC(O)=N2,0
O=C(CN1C(=O)[C@H]2CC=CC[C@@H]2C1=O)NC[C@H](c1ccccc1)c1c[nH]c2ccccc12,0
CC(=O)Nc1cc(NC(C)=O)cc(C(=O)NCCc2cccc([N+](=O)[O-])c2)c1,0
COc1cccc(CNC(=O)CNC(=O)c2cc(C)n(C)n2)c1,0
COC(=O)c1ccc(C(=O)NCc2nc3ccccc3n2C)cc1,0
CC[C@H]([NH2+]C1CCC(O)CC1)c1cccc(Br)c1,0
Cc1ccc(NC(=O)[C@@H]2CC(=O)Nc3ccccc32)cc1I,0
CC(=O)Nc1ccc(NC(=O)c2ccc3c(c2)S(=O)(=O)N=C(C)N3CC(C)C)cc1,0
C[C@@H](C(=O)c1ccccc1)N1CC[NH+]2CCC[C@@H]2C1,0
COc1ccccc1NC(=O)N[C@@H](Cc1ccc(C)cc1)c1ccccn1,0
CC[NH+](Cc1ccc(Oc2ncccn2)cc1)[C@H]1CS(=O)(=O)C[C@@H]1O,0
Cc1cccc(NC(=O)C2CCN(C(=O)c3nc4cc(Cl)ccn4c3C)CC2)c1,0
CC[C@@H]1CCC[C@@H]([NH+]2CC(n3cc(C(=O)[O-])nn3)C2)C1,0
CCOc1ccc(/C=C2\SC(=O)N(Cc3ccc(F)cc3)C2=O)c(OCC)c1,0
O=C(N[C@H]1CCOc2ccccc21)N1CCC[C@@H]1c1ccsc1,0
Cn1nc(C(=O)NCc2ccc(S(N)(=O)=O)cc2)c2ccccc2c1=O,0
CCOc1cccc(/C([O-])=N/S(=O)(=O)C(CC)CC)c1,0
CO[C@@H](C(=O)Oc1ccc(NC(=O)c2ccco2)cc1)c1ccccc1,0
CCCOc1ccc(-c2nnc3ccc4nncn4n23)cc1,0
N#C/C(C(=O)NC1CCCCC1)=C(\[O-])c1cccc(-c2ccoc2)c1,0
Cc1nc(-c2cccc(-c3nc(C(C)(C)C)no3)c2)n[nH]1,0
Cc1nc(-c2ccccc2)sc1[C@@H](C)NC(=O)CC1CCCC1,0
CC(=O)c1sc(N2C(=O)C([O-])=C(C(=O)c3c(C)nc4ccccn34)[C@H]2c2ccccc2F)nc1C,0
C=CCn1c(SCC(=O)Nc2ccc(C)cc2)nc2nc(N3CCCCC3)sc2c1=O,0
ClC[C@H]1CCCO[C@H]1c1cccnc1,0
Cc1nc(CNC(=O)c2cc3cc(F)ccc3o2)c(C)s1,0
Cc1ccc(C(=O)N2CCC[C@@H]2C(C)C)c(F)c1,0
C[C@@H]1C[C@H](C)CN(C(=O)c2ccccc2NC(=O)[C@@H](C)c2ccc3c(c2)OCCO3)C1,0
Cc1cccc(C)c1NC(=O)CN[C@H](C)c1ccccc1,0
C[C@H]1CCCC[NH+]1C[C@@H]1CCCN(S(=O)(=O)c2cncc(F)c2)C1,0
CC(C)CC[C@@H](C)NC(=O)NCC(C)C,0
CN1CCN(C(=O)c2cc(-c3ccccc3O)n[nH]2)[C@H]2CS(=O)(=O)C[C@H]21,0
CCC[NH2+][C@H](Cc1cccc(O)c1)[C@@H]1CN(C)CCO1,0
COc1cc([N+](=O)[O-])ccc1NC(=O)COC(=O)c1oc2ccccc2c1C,0
Cc1cc(C)n(-c2ccc(C(=O)NCc3cc(Cl)c4c(c3)OCCCO4)cn2)n1,0
N#Cc1cccc(Cn2cc([N+](=O)[O-])cc(C(N)=O)c2=O)c1,0
O=C(Cn1nc(-c2ccco2)ccc1=O)Nc1cccc2ccccc12,0
c1coc(C[NH2+]C2CCCC2)c1,0
CCOc1ccc(S(=O)(=O)NCc2ccco2)cc1C(C)C,0
FC(F)C(F)(F)[C@@H](Cl)c1ccc(Cl)c(Cl)c1,0
COC[C@@](C)(O)CNC(=O)C1CCCC1,0
C[C@@H](C(=O)N1CC(=O)Nc2ccccc21)[NH+](C)Cc1ccc(OC(F)(F)F)cc1,0
CCCc1cc(=O)[nH]c(SCC(=O)N(C)[C@H]2CCCc3ccccc32)n1,0
CC[C@@H](C)[C@](C)(O)CNC(=O)/C(C#N)=C\c1cc(C#N)n(C)c1C,0
COc1ccc2c(c1)CCCN2C(=O)COC(=O)CN1C(=O)NC(C)(C)C1=O,0
CCN1CC[NH+](CCCCNC(=O)Nc2ccc(C)cc2Cl)CC1,0
CCc1cc(CNC(=O)c2ccc(OC)nn2)on1,0
C[C@@H]1C[C@@H]2[C@@H]3CCC4=CC(=O)C=C[C@]4(C)[C@@]3(F)[C@H](O)C[C@]2(C)[C@@]1(O)C(=O)COP(=O)([O-])[O-],0
COc1ccc(C)cc1NC(=O)c1nnn(-c2ccc(F)cc2)n1,0
C[C@H](C(=O)[O-])[C@@H](C)n1ccc(C(=O)N(C)C)n1,0
C[C@H](Cc1cccc(Cl)c1)[C@H](C)[NH2+]C1CC1,0
CS(=O)(=O)Cc1ccc(C(=O)NC2CCC([NH+]3CCCCC3)CC2)cc1,0
Cc1ccc(S(=O)(=O)Oc2ccccc2C=O)cc1[N+](=O)[O-],0
O=S(=O)(NCCSc1ccccc1)c1cccs1,0
COC(=O)[C@H](C)NS(=O)(=O)c1ccc(F)cc1F,0
Cc1cn(-c2ccccc2Cl)nc1NC(=O)N1CC[C@H]2OCCC[C@@H]2C1,0
CC(C)c1csc([C@H](C#N)C(=O)CSc2ccncc2)n1,0
CC(C)C/N=C1/CC(C)(C)CC([O-])=C1C(=S)Nc1ccccc1,0
CCSc1cc(C(=O)N[C@@H]2C=C[C@H](CO)C2)ccn1,0
C[C@@H](CCc1cccn1C)NC(=O)Nc1ccnc(C(=O)N(C)C)c1,0
CCn1nccc1C(=O)Nc1nnc(-c2cc(C)cc(C)c2)o1,0
Cc1ccccc1C[C@@H](C)NC(=O)COc1ccc(C(N)=O)cc1,0
O=C(CN(C[C@@H]1CCCO1)C(=O)Cc1ccc(Cl)nc1)N1CCCC1,0
Cc1nc(-n2cccc2)sc1C(=O)Nc1nnc(C(C)C)s1,0
CCOC(=O)c1ccc(CN2CCO[C@H](C#N)C2)o1,0
COC(=O)c1cc(-c2ccccc2)nc2ccnn12,0
COc1ccccc1CNC(=O)NC[C@@H](C)c1ccsc1,0
COC(=O)Cn1c(C)c(CN2C[C@H]3CCC[NH+]3C[C@H]2C)c2ccccc21,0
COc1cc(Cc2noc(CC#N)n2)cc(OC)c1OC,0
CC(=O)Nc1ccc(C(=O)NCc2ccc([N+](=O)[O-])cc2)cc1,0
CCCn1nc(C)c(NC(=O)COc2c[nH]c(C)cc2=O)c1C,0
CCN(CC)c1ccc(S(=O)(=O)N2CCCCC2)cc1NC(=O)C1CCC1,0
COc1ccccc1[C@H]1CCC[NH+]1Cc1cn(CCC(N)=O)c2ccccc12,0
O=Cc1cc(Cl)ccc1OCc1cc([N+](=O)[O-])cc2c1OCOC2,0
CC[S@+]([O-])[C@@H]1CCCC[C@@H]1NC(=O)NCC1(C)CCCC1,0
CC(C)C(=O)Nc1c(-c2ccccn2)nsc1C(=O)NCc1ccccc1F,0
C[C@H]1CCN(C(=O)Nc2cccc(C(N)=O)n2)[C@H](C)C1,0
C[C@H](C[C@@H]1OCC[C@H]1CO)c1ccccc1,0
O=C(CCNC(=O)c1ccc([N+](=O)[O-])cc1)Nc1ccc(F)c(Cl)c1,0
CCc1ccc(O)c(C(=O)N2CCOC[C@@H]2CCO)c1,0
CN(C(=O)c1cc2ccccc2n1C)[C@@H]1CCCC[C@H]1S(C)(=O)=O,0
COc1cc(/C=N/N=C2\NC(=O)[C@@H](CCO)S2)ccc1O,0
C#CCOc1ccc(C[NH+]2CCC3(CC2)OC[C@H](C)O3)cc1,0
CC[NH+]1CCN(CCNC(=O)C2=C(C)C(=O)OC23CCCCC3)CC1,0
CNC(=O)C1C2CC3CC(C2)CC1C3,0
CCC[NH2+][C@H](C(C)C)[C@H](C)c1ccccc1F,0
COc1ccc([C@H](C)C(=O)N(CCC(F)(F)F)C2CCC2)cc1,0
N#CCOc1cccc(CC(=O)NNC(=O)Cn2ccc3ccccc32)c1,0
O=C(N[C@@H]1C=C[C@H](C(=O)[O-])C1)[C@@H]1CSCN1,0
COc1ccc2cc([C@H](C)[NH+]3CCN(C(=O)c4ccco4)CC3)ccc2c1,0
O=C(NNC(=O)c1ccc(Br)s1)c1ccc2ccccc2n1,0
CCC[NH2+][C@@H](C)c1ccnc(SCc2cccc(C)c2)c1,0
NC(=O)C1CCC(C[NH2+][C@@H](C[C@H]2CCOC2)c2ccccc2)CC1,0
O=C(NCc1ccccc1Cl)c1c2c(nn1[C@H]1CCS(=O)(=O)C1)CCC2,0
COc1cccc(C[C@H]2CCCN2Cc2ccn(-c3ccccc3)n2)c1,0
CSc1ccc([N+](=O)[O-])c(C(=O)NCC(C)(C)C[NH+](C)C)c1,0
CCc1n[n-]c([S@+]([O-])Cc2ccccc2F)n1,0
Cc1cc(C)cc(-n2cnc3ccccc32)c1,0
CC(C)COC1CCN(C(=O)[C@H]2CC(=O)N(CCc3ccccc3)C2)CC1,0
CC(C)[C@@]1(C)CC(=O)N(Cc2ccc(F)c(F)c2)C1=O,0
Cc1ccc2c(CC(=O)Nc3cccc(-c4nnnn4C4CC4)c3)coc2c1C,0
O=C(NCc1ccccc1)c1csc(-n2cccc2)n1,0
Clc1cccnc1-n1ccc(NCc2[nH]cc[nH+]2)n1,0
CC(=O)c1ccc(NC(=O)C[NH+]2CCC(NC(=O)Nc3ccc(C(F)(F)F)cc3)CC2)cc1,0
[O-]/C(=N\c1nc(-c2ccco2)n[nH]1)[C@H]1COc2ccccc2C1,0
Cc1ccc2c(c1)C(=O)NCC1(CCN(C(=O)C[C@@H]3SC(=O)N(C)C3=O)CC1)O2,0
CCc1nc2ccccc2c(C(=O)NCCc2cn3ccccc3n2)c1C,0
O=C(N[C@@H]1[C@@H]2CCO[C@@H]2C12CCCC2)N1CCN(c2ncccc2F)CC1,0
CN[C@@]1(C(=O)OC)CC[C@H](Sc2n[nH]c(=O)n2C2CC2)C1,0
CC(C)[C@@H]1CC(=O)NC(=O)[C@H]1Cc1ccccc1,0
CC[C@@H](NC(=O)[C@H](C)CCc1cccc(F)c1)c1ccncc1,0
CC[S@@+]([O-])[C@H]1CCCC[C@@H]1NC(=O)c1cc(C)n(C)n1,0
CCN(Cc1ccc(OC)c(OC)c1)C(=O)c1cc(C)ccc1C,0
C[NH+](C)[C@H]1CC[C@H](NC(=O)c2ccc(Br)c(F)c2)C1,0
CCc1noc(C)c1C(=O)NCC(C1CC1)C1CC1,0
Cc1c2c(c(N)c3c(=O)n(-c4ccccc4)ncc13)C(=O)c1ccccc1C2=O,0
CCOc1ccc([C@@H]2CCCN2C(=O)CNC(=O)c2ccccc2)cc1,0
COCC[NH2+]C[C@@H](O)Cc1ccc(O)cc1,0
COCCOc1cccc([N-]S(=O)(=O)c2ccc(C#N)cc2)c1,0
O=C(NCc1ccncc1)[C@@H]1CCCC[NH2+]1,0
Cc1nn([C@@H](C)C(=O)N2CCC([NH+]3CCCCC3)CC2)c(=O)c2nn(-c3ccccc3)c(C)c12,0
O=C(/C=C/c1ccccc1[N+](=O)[O-])Nc1cccc(Cl)c1,0
CCS(=O)(=O)C[C@H](C)NC(=O)N[C@@H]1CCN(c2cccc(Cl)c2)C1,0
C[C@H]1CCC[NH+](CCNS(=O)(=O)c2ccc(F)cc2)C1,0
Cc1ccc(-c2nc(-c3ccccc3O)n[nH]2)cc1,0
CN(Cc1ccccc1)C(=O)[C@]1(C)Sc2ccccc2N(C)C1=O,0
Cn1ncnc1NC(=O)N[C@@H]1CC2(CCC2)Oc2ccccc21,0
C/[NH+]=C(/NC[C@H]1CC=CCC1)N1CCC(C(=O)OC)CC1,0
COC(=O)c1ccc([C@@H](C)Oc2ccccc2F)o1,0
COCCCc1nnc([C@@H](C)Cl)s1,0
COc1ccc(CN2CCN(C(=O)c3cc(Cl)cn3C)CC2)cc1,0
O=C(C[NH2+]C1(c2ccc(Br)cc2)CCOCC1)Nc1ccccc1C(F)(F)F,0
CS(=O)(=O)c1ccc(Oc2ccc(C#N)cc2)c(N)c1,0
CC[C@](C)([NH3+])C(=O)NCc1cc(OC)ccc1OC,0
CS(=O)(=O)CCCNC(=O)[C@@H]1C[C@@H]1c1ccccc1C(F)(F)F,0
C[C@@H]1CCC[NH+](Cc2ccc(CNC(=O)Nc3ccn(-c4ccccc4)n3)cc2)C1,0
CCc1ccsc1CNC(=O)CN1C(=O)c2ccccc2C1=O,0
COc1cccc(C(=O)Nc2cnn(C)c2)n1,0
