sample0,sample1,sample2,sample3,sample4
COc1ccc(NC(=O)Cc2ccc(S(N)(=O)=O)cc2)cc1,Cc1ccc(NC(=O)c2sc(-c3ccncc3)nc2N)cc1,CNC(=O)Cc1cccc(C(=O)c2ccn(-c3ccccc3)n2)c1,CCNC(=O)c1ccccc1NC(=O)Nc1ccc(OC)cc1,O=C(CC1CC1)n1cnc2onc(Cc3cccnc3)c2c1=O
CC(=O)N1CCCC(CCC(=O)NCCC2(C(=O)N(C)C)CC2)C1,N#CCCNc1cc(-c2ccccc2)nc2ncnn12,CCC(C)OCC(O)CN1CCN(C(=O)C(C)(C)C)CC1,O=C(c1ccc[nH]1)N1CCN2C(=O)N(c3ccccc3)CC2C1,CC(C)C(=O)NCc1coc(NCc2ccccc2Cl)n1
CCCCc1ccc2c(c1)CN(NC(=O)c1ccccn1)CC2,CC1CCCCC1OCC(=O)Nc1cnn(-c2ccccc2)c1,Cn1cc(-c2ccccn2)c(=O)c2cc(F)ccc21,Cc1ccc(C)c(-n2nnnc2NCC(=O)N2CCCC2CN(C)C)c1,CCCCN(CC)C(=O)C(C#N)CNc1nnc(C)s1
CCN(CC1CC1)C(=O)Nc1cc(-c2ccc(F)cc2F)ccc1C,CC(C)N(CC(N)=O)C(=O)COc1ccc(Cl)c(Cl)c1,Cc1ccccc1-n1nc(CNCc2cccnc2)cc1O,CCOC(=O)Cn1c(NC2CC(C)OC2=O)nc2ccccc2c1=O,Cc1ccc(CCC(=O)Oc2ccccn2)cc1
CN(C)C(=O)Cc1cc(C(=O)Nc2cccc(Br)c2)on1,Cc1nn(C)c(C)c1CCC(=O)NC(=O)CC(C)(C)c1cccs1,Cc1cccc(NC(=O)N2CCC(COc3ccc(Cl)cc3)CC2)n1,CCC(C#N)C(=O)NCC1CC(=O)N(c2cccc(C(F)(F)F)c2)C1,Cc1cc(NC(=O)NCc2ccc3c(c2)CCCC3)n(-c2ccc(F)cc2)n1
Cc1nc(CN2CCNC(=O)C2NCc2nnc3ccccn23)cs1,Cn1cc(C(=O)NCCNC(=O)Nc2nc3ccc(Cl)cc3s2)cn1,CC(Oc1ccc2[nH]c(=O)[nH]c2c1)C(=O)CN,O=C(Nc1ccc2ccccc2c1)c1cccc(F)c1,Cn1ccc(C(=O)Nc2cnc(-c3ccccc3)nc2)n1
CCC(=O)n1c(=O)c2c(nc(NCCCc3cccc(C)c3)n2C)n(C)c1=O,CN(C(=O)CNc1ccc(Cl)cc1)C(=O)Cc1cccs1,CC(=O)Nc1cc(CC(=O)Nc2ccc(C)cc2)ccc1C(C)=O,CCn1c(C(=O)NC(C#N)c2ccco2)nc2ccccc21,Nc1cc(S(=O)(=O)Nc2nccs2)ccc1F
O=C(NCCC(O)c1ccccc1)c1ccc(F)cc1,CCCCOS(=O)(=O)c1ccc2c(c1)nc(CC(C)C)n2C,CN(C)C(=O)C(C)(C)CN1Cc2ccccc2C1,CC(C)(Nc1cccnc1-n1cccn1)C(=O)c1cnccn1,COc1ccc(Br)cc1C(=O)N1CCC(c2ccc(F)cc2)C1
COc1c(C)cc(Cn2c(=O)c3ccccc3n3cnnc23)cc1C,Cc1cccc(NC(=O)c2noc(Cc3cccc(-c4nc[nH]n4)c3)n2)c1Cl,Cn1ccnc1NC(=O)CSc1nc(N)nc(-c2ccccc2)n1,CC(Sc1nnc(NC2CCCC2)n1N)C(=O)c1ccccc1,CC(CO)CCNCCC1(c2cccnc2)OCCO1
CNC(=O)c1cnc2sc(-c3ccccc3)cn2c1=O,Cc1ccccc1C(=O)Nc1nnc(C2CCCC2)o1,NC(=O)Cn1ncc2cc(-c3nc(Cc4cccs4)no3)cnc21,Cc1cccc(OCCCNC(=O)Cc2nc3ccccc3[nH]2)c1C,CC(=O)NCCOC(=O)c1cc(Cl)c2c(c1)OCO2
CN(CCO)C(=O)Nc1ccc(N)cc1OC(F)(F)F,Cc1nn(CCc2csc(C(=O)c3ccccc3)c2)c(C)c1N,CC(C)N=c1ccccn1C(=O)c1ccc(S(=O)(=O)c2cccs2)s1,O=C(NCCS(=O)(=O)N=c1cccc[nH]1)Nc1ccc2c(c1)COC2,Cc1oc(NC(=O)c2cccnc2)nc1C1CCN(C(F)F)C1
CCn1c(N(C(C)=O)c2ccccc2OC)nc2ccccc21,CNCC1NCCc2c(OC)cc(Br)cc21,NC(=O)c1cnc(CN2CCCCC2c2ccccn2)s1,CCN(Cc1ccccc1C)C(=O)NC(C)c1cccs1,CCS(=O)(=O)Nc1nc(C)c(CCOC)c(=O)[nH]1
COC(=O)C(O)CCCN1CCCc2cc(OC)ccc2C1,C#CCC1NCCc2cc(CCOC)c(O)cc21,O=C(Nc1cc(-c2ccc(F)cc2)nc2ccnn12)C1CCC(O)CC1,Cc1ccc(-c2cc(COC(=O)C(O)CO)c3nnnn3c2)cc1,Cc1n[nH]cc1-c1nc(C2C3C4CCC(C4)C23)no1
Cc1nc2ccccc2nc1OCC1CC(=O)N(CC(C)C)C1,C=C(C)CNc1ncnc(NCC)c1N,COc1cccc(NC(=O)NCCN2CCCCCC2=O)c1,CC(C)Nc1ccccc1C(=O)N1CC(C)OC(C)C1,Cc1nccc(CNC(=O)N2CCNC(=O)C2)c1C
Cc1c(Cl)cccc1N1CC(C(=O)C2CCOCC2)CC1=O,Cc1c(CNC(=O)N2CCCC2c2ccccn2)cnn1C,Nc1ccc(CCCCC(=O)c2ccc(F)c(F)c2)cc1,Cc1c2ncnc(N(C)C)c2nn1C,CC(C)NC(=O)Cn1nnc(-c2cccc(-c3ccccc3)c2)n1
COc1cccc(C(=O)Nc2ccc(-c3cn(C)cn3)cc2F)c1,CC(NC(=O)Nc1ccccc1C(F)(F)F)C1CCOC1,N#Cc1ccc(CC[S+]([O-])C2=CC3=CC=NC3C=C2)cc1,COc1ccccc1-c1cccc(NC(=O)N(C)Cc2ncn[nH]2)c1,C=CCN(C(=O)C(Oc1ccc(C#N)cc1)C(C)C)C1CCC1
CCC(Nc1ccccc1)c1cccc(NC(=O)c2nnc3ccccn23)c1,Cc1cccc(-c2c(C)nn3c(C)c(C(=O)N(C)C)cnc23)c1,Cc1cccc(NS(=O)(=O)c2ccc(Cl)c(C(=O)NC(C)C)c2)c1,Cc1csc(N(CCCc2nc3ccc(F)cc3[nH]2)C2CC2)n1,CS(=O)(=O)c1ccc(-c2nccs2)c(F)c1
CN(Cc1cccc(NC(N)=O)c1)c1ccc(F)c(F)c1,Cc1cc(COc2ccccc2)ccc1NCc1nn2cnnc2s1,O=C(CCc1ccc(F)cc1)NCc1cc(-n2cccn2)ccc1F,CCc1ccc(C(=O)NCCNC2CCN(S(C)(=O)=O)C2)s1,CCOc1ccc(C(F)(F)F)cc1CCC(=O)SCc1nccn1C
CC1CC(NS(=O)(=O)NC(C)C(C)(C)C)CCO1,CCNC(=O)c1ccc(CNS(=O)(=O)N(C)C)cc1,Oc1ccc2c(c1)C(c1ccc(N3CCCN(c4cccnn4)CC3)cn1)NCC2,CCN1CCN(CCCNC(=O)c2cccc(COC)n2)c2ccccc21,NC(=O)c1ccc(-c2cc(C(=O)N3CCN(c4ccccc4)CC3)n[nH]2)cc1
CN(CC(=O)c1ccccc1)C(=O)c1cc2c(cn1)[nH]c1ccccc12,CCOc1ccc(C(C)NC(=O)c2cc(C#N)ccc2C)cc1C(C)=O,CC(=O)Nc1ccc(Br)cc1NC(=O)NC(C)CO,NC(=O)c1cccc(C(=O)Oc2ccc(Br)cn2)c1,CCc1cccc(C(=O)Nc2nc(C)cs2)c1
CN(Cc1cccc(N(C)C)n1)C(=O)c1ccncc1,NS(=O)(=O)N1CCCN(CNc2nc3ccccc3s2)CC1,CCCS(=O)(=O)Nc1nc(C)cc(-c2ccc(OC)c(OC)c2)n1,CC(=O)c1ccccc1CNC(=O)COc1ncc(C)s1,COc1ncc(CN(C)C(=O)C2COc3ccccc32)cn1
O=C(CCC(=O)c1ccc(Cl)cc1)OC(=O)N1CCNCC1,Cc1cc(NC(=O)CCNS(=O)(=O)c2ccccc2)ncn1,CC1CCCN(S(=O)(=O)NCc2cncc(C#N)c2)C1,COc1ccc(C(C)NC(=O)Cc2ccco2)cc1N,CCC1(C(=O)c2cn(C)nn2)CCCN(c2cccs2)C1
CCOc1cc(C#N)ccc1OCC(=O)NCc1c(F)cccc1F,O=C(CSC1CCOCC1)Nc1cccc2c1C(=O)NC2,CC(=O)Nc1ccc(Sc2nnc(C)n2C#N)cc1,COCCn1nc(C)cc1Nc1cncc(C)n1,NC(=O)Cc1ccccc1NC(=O)NCC(=O)SCC(F)(F)F
Cn1ccc(OCc2c(NC(=O)CC#N)sc3ccccc23)n1,C=CCNc1ccc(NC(=O)NS(=O)(=O)CCC)cc1,CC(=O)C1COC(=O)N1CCOC(=O)c1cccc(F)c1,CCOc1cccc(NC(=O)c2cc(C)nn2-c2ccncc2)c1,COc1ccc(NC(=O)COc2ccccc2N2CCCCC2)cc1
O=S(=O)(c1ccc(Oc2ccco2)cc1)N(Cc1ccccn1)c1ccco1,CCCC1C(C)CCCN1C(=O)NCCOc1ccc(C)cc1C,COC(=O)c1sc(Cc2nc3nc(C)cc(C(C)(C)C)n3n2)nc1C,O=C(CNc1ccc(NC2CCCCC2)cc1)NCCO,CCNS(=O)(=O)c1ccc(OC(=O)NC(C#N)c2ccccc2)cc1
CN(C)C(=O)c1cccc2c1CCN2S(C)(=O)=O,Cc1ccc(NC(=O)NCC(=O)OCC(=O)Nc2ccccc2)cc1,CC(C)(C)N(CCO)S(=O)(=O)c1ccccc1,CC(NC(=O)Cn1nc2ccccc2n1)c1ccsc1,Cc1nnc(-c2nnc3n2NC(C)C(C)S3)s1
O=C(NC1Cc2cccnc2C1)C1CC(=O)N(C2CC2)C1,COC(=O)c1cc(CNC(=O)c2cc(-c3cccnc3)cs2)oc1C,Cc1ccn(CC(C)C(=O)Nc2ccccc2CC(N)=O)n1,O=C(CCS(=O)(=O)NCc1ccc2c(c1)CCO2)c1ccccc1,CC(C)c1nnc(NC(=O)c2ccc(F)cc2)o1
CC(C)(C)C(=O)NC1CCN(c2ncc(N)cc2Br)CC1,CCOc1ccc2occ(CC(=O)N3CCOCC3C3CC3)c2c1,CCOC(=O)N1CCN(c2ccc(OC)c(N)c2)CC1,Cc1ccc(OC(=O)CC(CCc2ccccc2)NC(N)=O)cc1,O=S1(=O)CCCCN1CCO
CC(C)OC(=O)N(Cc1ccc(O)cc1)c1ccccc1,COc1cc(C(O)CN2CCC(OC)C2)cc2c1OCO2,COC(=O)Cn1cc(C2CCN(Cn3cnnn3)CC2)cn1,CCNC(=O)N1CCC(C(=O)CNOc2ccccc2)CC1,COc1ccc(-c2cnc(OC)c(N3CCOCC3)n2)nc1OC
Cc1nc(CC(N)=O)nc(N2CC(=O)N(c3ccccc3)C(C)(C)C2)n1,Cc1ccc(NC(=O)CCc2ccccc2N)cc1C,CCC(=O)Nc1ccc(F)c(CNC(=O)c2snnc2C)c1,Cc1cc(C)c(C(=O)NC(C)C(=O)NC(=O)NC(C)C)c(=O)[nH]1,CC(=O)Nc1sc(F)cc1Cc1nc2nc(C)cc(C)n2n1
O=C(c1cc(CNc2cccnn2)[nH]n1)c1cc2ccccc2[nH]1,COc1cccc(-c2ccc(C(=O)N(C)SCC(C)C)cc2)c1,CCn1nc(CC(O)CO)nc1-c1ccc(C)o1,COC(=O)N(C)CCNC(=O)c1cc(C)ccc1OC,O=C(Cc1cnc(-c2ccccc2)cc1Cl)N1CCC(O)C1
COc1ccc2c(N(C(=O)Cc3nc(C)no3)S(C)(=O)=O)c[nH]c2c1,N#CC(CCCNC(=O)Nc1ccncc1)C1CCCC1,N#Cc1nc2c(s1)CCN(C(=O)c1ccc(-c3ccc[nH]3)cc1)CC2,CC(COC(=O)c1cn2c(n1)sc1ccccc12)c1ccccc1,COC(NC(=O)CC1CCNC(=O)C1)C(C)(C)C
COCCOc1ccc(CC2CCN(C(N)=O)CC2)cc1,Cc1cc(C)c(-c2ccc3c(O)cc(S(=O)(=O)NC(C)(C)CO)cc3c2)[nH]1,Cc1cccc(C)c1NC(=O)Nc1snnc1C,C=CCOc1cccnc1C(=O)N1CCNC(=O)CC1,CSc1c(F)cccc1N(C)Cc1cccnc1
CCCN(CC1CCCO1)C(=O)Nc1ccc(C)cc1N,N#CCCSc1ccccc1C(=O)NCCc1cccs1,COCC(N1CCC(Sc2ccccc2)C1)N1CCNC1=O,CN1CC(C(=O)Nc2cc(=O)oc3ccccc23)NC1=O,CC(=O)c1ccc(C(=O)c2ccn(C)c2C)[nH]c1=O
CC(C)N1CCN(c2nnc(S(N)(=O)=O)s2)CC1,N#Cc1cc(Cn2c(=O)oc3ccccc32)cc2c1NCC2,Cc1ccc(CC(=O)NN2CCOCC2=O)cc1,Cc1nnc2n1CC(C(=O)c1ccc(-n3ccnn3)cc1)CC2,CN(C)S(=O)(=O)N1CCn2c(N3CCC(C)(F)C3)cnc2C1
CN(C)c1cccc(C(=O)N2CCN(CC(=O)NS(N)(=O)=O)CC2)c1,CCC(C)C(=O)Cn1nc(-c2ccccc2)cc1CCC(N)=O,CC(=O)Nc1c(C)cc(NC2CCCNC2=O)cc1C,O=C(Cn1cccc1)Nc1ccc(NC(=O)c2cccc(F)c2)nc1,COCC(C(=O)c1ncccc1O)N1CCCCC1
Cc1cc(C(=O)Nc2ccc(C(=O)N(C)C)cc2)cs1,Cc1cccc(C(=O)Nc2cccc3c2ccn3Cc2ccccc2)c1,CCC(C)C(=O)CSc1ccc(S(C)(=O)=O)cn1,O=C(COc1cccc(Br)c1)NCCO,Cc1ccc2c(c1)C(C(=O)NC(C)c1ccccc1)CNC2
Cc1ccc(O)c(NC(=O)Oc2ccc3c(c2)OCCO3)c1,Cn1ncc(C(=O)COC2CCCCC2c2ccccc2)c1CO,CC(C)(C)NC(=O)N1CCCC1c1ncc(F)cn1,CC1CN(C(=O)c2n[nH]c3c2CCC3)CCN1C1CC1,Cc1ccc(N)c2ccnc(C(=O)Nc3cccc(C(=O)Nc4nccs4)c3)c12
COc1cc(CCNC(=O)NCc2ccc(F)cc2)ccn1,Cc1ccc(C(=O)NCC23CC4CC(CC(C4)C2)C3)s1,Cc1nc(N(CCNC(C)C)C(=O)c2ccc(Cl)cc2)no1,Cc1ccc(OCC(=O)Nc2c[nH]ccc2=O)cc1C,O=C(Nc1c(Cl)cccc1Cl)C1CC2CCC1O2
COC1NC(=O)NC(C)=C1NC(C)=O,Cc1cc2ncn(CC(=O)NC(C)(C)CC(=O)OC(C)C)c2cc1C,Cc1nc(-c2ccc(NC(=O)C3CCCO3)s2)cs1,CC(=O)N1CCc2cc(C(=O)c3ccc(-n4cccn4)cc3)ccc21,Cc1cccn2c(SCc3ccc4ccccc4n3)cnc12
CCCCS(=O)(=O)N1CCC(NC(=O)c2ccc(=O)[nH]c2)CC1,COC(=O)CN(C(=O)c1ccc(F)cc1)c1ccccc1C,CC(C)(C)c1cc(C#N)c(N2CCCC2c2ccccn2)s1,COCCNC(=O)CCc1cc(-c2ccncc2)n(C(C)(C)C)n1,Cn1cc(-c2noc(Nc3nccs3)n2)c2ccccc21
N#Cc1ccc(C(=O)NCCOc2ccccc2C(N)=O)cc1,COCCOC(=O)Nc1cncnc1-c1ccccc1,O=C(NCCCn1cncn1)Nc1cc(Cl)ccc1F,Cc1ncc(C)c(N2CCN(c3nnnn3C3CC3)CC2)n1,OCCc1nc(-c2ccccc2)nn1-c1cccc(F)c1
Cc1ccc(NC(=O)N2CCC(c3cnn(C)c3)CC2)c(O)c1,COc1cccc(N[S+]([O-])C2OC(=O)c3ccccc32)c1,Cc1cccc(NC(=O)Cc2csc(-n3nc(C)cc3C)n2)n1,Cc1cccc(C)c1OCC(=O)N1CC(C)OC(C)C1,Cc1csc(NCCCOc2cccc(Br)c2)n1
CCC(NC(C)c1cc(C)ccc1OC)OC,Cc1cc(NCc2ccc3c(c2)OCO3)ccc1C(=O)Nc1ccccc1C#N,NC(=O)NC(=O)c1cc(Cl)ccc1NC(=O)Nc1ccccc1,Cc1nsc(C)c1NCC(=O)NC(C)(C)c1c(C)nn(C)c1C,NC(=O)c1ccc(NC(=O)c2ccc(C(F)(F)F)nc2)cc1
N#CCCN(Cc1ccc2c(c1)OCO2)C(=O)Oc1ccccc1Cl,O=C1CCN(C(=O)COC(=O)c2cccc(F)c2)CC1,Cc1cccnc1CN1CCN(C(=O)c2c[nH]cc2C(C)C)CC1,CC(C)N(C(=O)CC(C)(C)C)C1CCC(CCO)CC1,COCCNc1cc(NC(=O)Cc2nn(C)c(=O)c3ccccc23)ccc1C
COC(=O)CCCSc1cccnc1N,CC(=O)Oc1ccc(Nc2cccc(O)c2)cc1,CC(=O)N(Cc1cccc(C(=O)c2cnn(C)c2)c1)C(C)c1cc2ccccc2o1,CC(=O)Nc1ccccc1C(=O)Nc1ccc2ccc(=O)oc2c1,Cc1nn(C)c(C)c1-c1cc(C(=O)Nc2n[nH]c(=O)n2C)c2ccccn12
O=C(NC(c1ccncc1)C1CC1)c1cccc(CNC2CC2)c1,CCN(CCc1ccccc1)C(=O)Nc1nc(C)c(C#N)cc1C#N,CC(C)N(Cc1ccco1)C(=O)NCC(=O)N1CNC(=O)C1,O=C1OCCN1c1ccc(-c2nc(-c3cccnc3)no2)cc1Cl,CN(C)c1ccc(C(=O)Oc2cccc(F)c2)cn1
COCCNC(=O)C(CC(C)C)n1ncc2c1c(C)nn2C,CCCN1CC2OCCN(c3nccn3-c3ccc(F)cc3)C2C1,COCCCc1nc2cc(F)c(F)cc2n1C1CCOC1,CCc1c(C)ncn2c(-c3cccc4nccnc34)nnc12,CCc1cnc(CN(C)c2ccnc(-c3ccccc3)n2)o1
CCc1nc(CNCc2cccc(C(=O)NC3CC3)c2)cs1,COCc1nnc(NC(=O)c2ccc3ccccc3c2)s1,O=C(Cc1ccccc1)c1cn(CC2OCCc3sccc32)nn1,COCCSc1nnc(C)n1CC(=O)NC(C)(C)C,COc1ncnc(OCCCO)c1Nc1ccccc1
O=C1CC(C(=O)NCCc2ccccc2)NC(c2ncn[nH]2)=N1,CCS(=O)(=O)N(CC(N)=O)c1ccc2[nH]c(=O)[nH]c2c1,Nc1nccnc1C(=O)Nc1ccc2c(c1)N(NC(=O)c1ccco1)CC2,CC(=O)Nc1cccn2nc(COc3c(C)cccc3C)nc12,NC(=O)CCCC1NCCc2cc(Br)ccc21
CCCOCC,CNC(=O)c1ccc(NC(=O)Nc2cccc(-n3cnnn3)c2)cc1,Cc1n[nH]c(C)c1NC(=O)c1cccc(NC(=O)C(C)(C)C)c1,COc1ccc(Cn2nnnc2CCNc2ccccc2)cc1F,Cc1ccc(NC(=O)C2CCCN2C(=O)C(C)C)cc1OCC(F)(F)F
COc1ccc(SCNC(N)=O)cc1,N#Cc1c(-c2ccc(C3CCCCO3)cc2)cc[nH]c1=O,Cn1cc(NC(=O)C(N)CCc2cccs2)c2cc(F)ccc21,COC(=O)CC(C)(C)CC(=O)N1CCCC1OC#N,Cc1cc(C(F)(F)F)nn1CCC(=O)N(C)CN1CCOCC1
CN(Cc1ccc(Cl)c(Cl)c1)n1cncn1,NC(=O)C(NCCc1ccco1)Nc1cccc(C(=O)c2cccs2)c1,N#CC(C(=O)c1cnn(CCO)c1-c1ccco1)c1ccccn1,CCN(OCC1CCCO1)S(=O)(=O)N(C)C(C)C(C)C,O=C1CCN(CC2COc3ccccc3O2)CCN1
Cc1onc2c(=O)n(C)nc(C(=O)c3nnc(-c4ccc5c(c4)OCCCO5)o3)c12,O=C(CO)c1ccc(Oc2ccccn2)c(N2CCc3[nH]c(=O)sc3C2)c1,CN(C(=O)CSc1ccccn1)S(=O)(=O)c1ccc(F)cc1,CC(C)(C)NC(=O)Nc1ccc(Cc2nc(C3CCCC3)no2)cc1,COc1ccccc1C(C(=O)NC(C)c1ccc2[nH]ccc2c1)c1ccccc1
CCC(=O)NCc1cc(-c2ccccc2F)n(C)c1C,CN(Cc1cc(F)c(Cl)cc1Cl)S(=O)(=O)c1cn(C)nc1N,FC(F)(F)CC1CCCN1c1nnc(COc2ccccc2)o1,COC(=O)c1cc(C)nc(CNc2cccc(OC)c2OC)n1,COC(=O)c1ccc(CNC(=O)NC2CCCC2O)cc1
Cn1ncc2c(NCC(=O)Nc3cccnc3)ncnc21,CC(C)c1cc(C(=O)N2CCN(c3ncccc3C#N)CC2)ccn1,CCOCCCNC(=O)CN1C2CCCCC1CCC2,Cc1cc(C)n(-c2cc(C(=O)NCC(=O)N(C)c3ccc(Cl)cc3)c3ccccn23)n1,Cc1nc(C(NC(=O)OC2CC(C)CC(C)C2)C2CC2)no1
CCc1ccc(C(=O)Oc2cccn(Cc3ccccc3)c2=O)o1,CCN(C(=O)CCc1cc2scnc2[nH]1)S(=O)(=O)c1ccc(C)cc1C,N#Cc1cccc(CNc2ccc3n2CCC3=O)c1,CC(C)COc1ccc(NS(=O)(=O)c2cc(F)ccc2O)cc1,Cn1cc(C(=O)Nc2ccccc2NC(=O)N2CCCCC2)cn1
CCOc1cc(C(=O)NCOC2CC2)c[nH]1,C=CCOc1cccc(C2CCN2C(=O)c2nc(C)no2)c1,CN(CC(F)(F)F)S(=O)(=O)N1CCN2CCCC2C1,c1ccc2sc(OCCNCC3CC3)nc2c1,O=C(NCCC1CCCC1O)Nc1cnc(-c2ccccc2)nc1
CN(CC1CCCO1)c1nc(-c2ccc(C#N)cc2)ccc1CO,CCN(C(N)=O)C1CCN(S(=O)(=O)c2ccc3c(c2)OCCO3)CC1,CCc1nnc(NC(=O)Cc2c[nH]nc2-c2ccc(F)cc2)s1,CN(CC(=O)Oc1ccccc1)NC(=O)CSC1CCCOC1,Cc1cc(Cl)ccc1NCC#CCOc1nc2ccccc2[nH]1
Cc1cc(-n2c3c(c(NC(C)C(N)=O)nc2=O)CCC3)no1,NC(=O)Cc1ccc(NC(=O)NCC2CCCO2)cc1,O=C(Oc1ccc(-n2cncn2)cc1-n1cnnn1)C1CC2CCC1O2,CC(C)NC(=O)NCCC(=O)c1nnc2ccc(C(F)(F)F)nn12,CCOC(=O)N(C)c1nc2c(F)cccc2s1
COC(=O)NC(COc1ccccc1)C(=O)C(F)F,CC(C)c1nnc(Sc2ccccn2)n1-c1cccnc1,CCN(C(=O)COc1ncccc1N)C1CC1,Cc1ccccc1-n1nc(C)c(NC(=O)c2cnn(C)c2)c1-n1cnnc1,CCOC(=O)N1CCN(Cc2ccc(S(N)(=O)=O)cc2)CC1
Cc1n[nH]c(C)c1C(=O)Nc1cccc(N2CCNC2=O)c1,CNc1cc(C(=O)NC2CCN(C(=O)C3CC=CC3)CC2)ccn1,COCC(N(C)C(=O)C1(Cc2ccccn2)CC1)n1cccn1,CCCC1CCc2nc(NC(=O)c3c[nH]c4cccc(Br)c34)sc2C1,CC(=O)N1CCN(CC(=O)NCC2CCCC2)CC1
O=C(CCC(=O)c1c(F)cccc1F)Nc1cccc(O)c1,CS(=O)(=O)c1cccc(C(=O)Nc2nc(C3CCC3)n[nH]2)c1,COc1ccc2c(c1)nc(C)n2NC(=O)c1ccncc1F,COCC(=O)c1nccc2cc(F)c(F)c(F)c12,Cn1nc(NC(=O)c2sccc2C2CCCCC2)ccc1=O
COC(=O)c1ccccc1C1CN(Cc2cc(=O)[nH]c(=O)[nH]2)CCO1,Cc1cccc(C(=O)Nc2sc3c(c2C(N)=O)CCCC3)n1,CCOCCc1nnc(NC(=O)Nc2cc(C)cc(C)c2)s1,Cc1ccc(NC(=O)Cn2c(=O)[nH]c3ccccc3c2=O)cc1,Nc1cc(NCCn2ccc(=O)cc2)ccc1F
COCC(C)N(C)C(=O)NC(C)N1CCc2ccc(C)cc21,Cc1cc(C(=O)OC(C)(C)C)c(C)cc1Br,COC(=O)Nc1cc2ccccc2cc1C(=O)OC,CC1CN(CS(=O)(=O)Nc2cccs2)CCN1C,COCC1(CNC(=O)c2cnn(C)c2N)CCCC1
O=C(CCc1ccc(F)c(F)c1)N1CCN(c2cccnn2)CC1,CCN(Cc1ccccc1)C(=O)NCC1COc2ccccc2O1,Cc1noc(C)c1CC(=O)Nc1cccc(C(=O)N(C)C)c1,CCOC(CC)C(=O)NCc1ccc(C)c(F)c1,CN(C)C(=O)CN(c1ccccc1)c1ccc(C2CCC(=O)C2)cc1
Cc1ccc(N(Cc2ccccc2F)C(=O)c2conc2C)cc1C,Cc1n[nH]cc1NC(=O)c1csc(C2CCC(C)O2)n1,CS(=O)(=O)Nc1ccnc(-c2ccncc2)n1,CC(C)OC(=O)C1CCN(c2ccc(Cl)cn2)CC1,CC1CCC(N(C)C(=O)Nc2ccc(Cl)c(Cl)c2)CC1
CN(Cc1cccc(NC(=O)CC2CC2)c1)CC(O)CO,CCCOC(CC)c1nc(-c2ccc(Br)cc2)no1,Cc1ccc(S(=O)(=O)Oc2cccc(OC(=O)C3CCCC3)c2)c(C)c1,CCCNC(=O)CCN1CCOc2cc(C(=O)c3ccccn3)ccc21,CCCC(NC(=O)Cc1ccccc1)C(=O)NCC1CCCO1
CC(c1ccc(CNC(=O)Cn2cnnn2)cc1)c1ccc(F)cc1F,CC(C)NC(=O)c1cccnc1Nc1cn[nH]c1,COc1ccc(NC(=O)Nc2nnc3ccccn23)cc1,CC(C)OC(C)C(=O)NCc1nc2ccc(O)cc2n1C,Fc1ccc(-c2nccc(NCc3cc(Cl)ccc3F)n2)cc1
Cn1cc(CCC(=O)NCCn2c(=O)[nH]c3ccccc3c2=O)cn1,COc1ccc(C)c(C)c1,O=S(=O)(CCNc1cccc2[nH]cnc12)C1CC1,COC(=O)c1ccc(NC(=O)NCc2cn(-c3ccoc3)nn2)cc1C,CC(NC(=O)NCC(C)(C)NS(C)(=O)=O)C1CC1
Cc1noc(C)c1CCC(=O)N(Cc1ccccc1)C1CCCC1,CNC(=O)CSc1nnc(-c2ccc(OC)cc2)n1C,CN(Cc1ccc(-c2ccccc2)cc1)Cc1nc(-c2ccncc2)no1,CC(=O)NC1CN(C(=O)N2CCC(C)C2)CC1n1cncn1,CC(C)NS(=O)(=O)Cc1cccc(C(N)=O)c1
CC(C)C1COC2CN(c3cccc4c3OCCO4)CC21,Cc1cc(C(=O)Nc2ccc(OCC(C)(C)C)c(F)c2)c(C)n1-c1nccn1C,COC(=O)c1cccc(OC(C)C(=O)Nc2nc(C)cc(C)n2)c1,Cc1nc2ccc(C(=O)CCC(=O)N(C)c3ccccc3)cc2[nH]1,CC(C)Cc1ccccc1-n1cc2c(c(C#N)c1=O)CCCC2
COC(=O)c1ccccc1OCc1cccc(Cl)c1,Cc1ccc(S(=O)(=O)OCCNC(=O)N(C)C)cc1C,CCNC(=O)c1ccc(NC(=O)N2CCNC(=O)CC2)cc1,COc1ccc(C(C)=O)cc1NC(=O)c1c(Cl)cnn1-c1ccccc1,CC1CCCCN1C(=O)CN(C(=O)N(C)C)c1ccccc1Cl
CNC(=O)c1csc(NC(=O)NC2C(C)CCCC2C)n1,Cc1cc(Cl)cc(C)c1S(=O)(=O)N(C)Cc1cnn(C)c1,COC(=O)N1CCC(Cc2nc(OC)nc(C)c2C(=O)NC(C)C)CC1,CCNC(=O)CNc1ccc2nc(C3CCCC3)oc2c1,C=C(C)CNC(=O)C(c1ccccc1)N1CCCC(CS(N)(=O)=O)C1
O=C(CCc1cccc(C(=O)n2ccnc2)c1)Oc1ccccn1,CCN1CCc2nc(NC(=O)c3cnn(CC(=O)N(C)C)c3)sc2C1,NC(=O)NCc1ccnc(Nc2cccc(-c3ccccc3)c2F)c1,O=C(NCc1ccc2c(c1)OCCO2)c1ccc(C(F)(F)F)cc1,Cc1nnc(OC(C)C(=O)NCc2cnn(-c3ccccc3)c2)o1
