sample0,sample1,sample2,sample3,sample4
O=C(Cc1ccon1)N1CCc2c1cccc2N1C(=O)[C@H]2CC=CC[C@H]2C1=O,COCc1c(C)oc(C)c1-n1cccc1,CNC(=O)c1sc2nc(-c3ccc(NC4CC[NH+](C(=O)c5cccc(C)c5)CC4)cc3)cn2c1C,[NH3+]CCc1ccc(CCC(=O)[C@@H]2CN(C3([NH3+])CC3)CCO2)cc1F,CC(C)N(Cc1cn(C)nc1C(=O)[C@@]1(C)NC(=O)NC1=O)C(=O)Nc1ccc(-c2ccccc2)cc1
CC[C@H](C)[C@](C)(O)C[NH+](C)Cc1[nH+]ccn1C,C=CCSC(=O)c1cc(Nc2cccc3c2OC(C)(C)C3)ccc1C,CCCSc1nnc(-c2cccc(NCc3sc4[nH+]c(C)cc(C)c4c3N)c2)o1,Cc1ccc(NC(=O)[C@H](C(=O)N=c2[nH]c3ccccc3[nH]2)C(C)C)cc1,O=C(NC1=N[C@H]2CCCC[C@@H]2S1)c1cc2ccccc2oc1=O
COC(=O)c1ccoc1C[NH+]1CCC(C(=O)c2c(C)nsc2S(C)(=O)=O)CC1,Cc1cc(F)ccc1-c1ccc(COC(=O)OC2CCN(CCCO)CC2)o1,CCC[C@H](C)[NH2+]Cc1c[nH]c2ncccc12,O=c1[nH]c2ccccc2cc1C[C@H]1C[C@@H]([O-])C12CC[NH+](C[C@H]1CCc3ccccc31)CC2,COn1cccc(NCc2ccc(C(=O)Nc3ccc(C)c(C)c3)[nH]2)c1=O
Cc1ccc(F)c(NC(=O)N2CCN(N3CCc4c(cccc4-c4ccccc4)C3)CC2)c1,NC(=O)Cc1ccc(Cl)c(NC(=O)c2ccc(Oc3ccccc3)c(Cl)c2)c1,CC(C)(C)COC(=O)NCCCNc1ccccc1,CCCCNc1nc(CCNC(=O)CCc2c(C)[nH+]c3ccccc3c2C)cs1,CC(C)(C)c1c(C(=O)NC2CCC(Cc3ccccc3)CC2)cnn1C(=O)c1ccccn1
CCO[C@H]1CCc2ccccc21,CCc1ccc(NC(=O)NC(=S)N(C)c2ccc(Br)cc2)s1,COc1ccc(C(=O)C(=O)N[C@@H]2CCSc3ccccc32)cc1,COc1ccc2c(c1)N(C(=O)c1ccc(C)c(C)c1)CCO2,CCC(C)(C)Oc1ccc(CC(=O)[O-])cc1F
COc1ccc(C(=O)N2CCN(c3csc(C)n3)[C@H]2c2ccccc2)cc1,C[C@H](C#N)CC(=O)Nc1cccc(-c2cccnc2)c1,Cc1cc(C(=O)N2Cc3ccc(N)cc3C2)ccc1O,C[C@@H](c1ccc(Nc2cccc(N(C)CC=C[C@@H]3CCOC3)c2)cc1)C(C)(C)[N+](=O)[O-],CCC1CCN(C(=O)c2nn(Nc3ccc(C)c(C)c3)c(=O)c3ccccc23)CC1
CN(C(=O)N1CCN(C2CC[NH+](c3ccccc3)CC2)C[C@@H]1c1cccc(C(F)(F)F)c1)c1ccc(C#N)cc1Br,Cc1cc(-c2cnc([C@H]3C[C@H]4CCCc5cccc3c54)n2C)cc(C)c1C=O,Cc1cc(N)n(NC(=O)Nc2ccc3ccccc3c2)n1,CCC1(CC)[C@H](O[C@@]2(Cc3ccsc3)CC[C@H]2C)C[C@H]1N1CCCC1=O,COc1ccc(NC[C@@H]2NNC(C(=O)[N+](=O)[O-])=C2c2ccc(F)c([N+](=O)[O-])c2)cc1
CC[C@H](CN1CC(=O)NC1=O)c1ccc(F)c(Br)c1,COC(=O)Cc1cccc(S(=O)(=O)N2CC=C(C(=O)c3ccccc3)CC2)c1O,C[NH2+][C@H](C)C(=O)N[C@H]1CCCc2cc(C[C@@H](C)[NH3+])ccc21,CN(C(=O)[C@@]1(C(=O)c2ccc3ccc(Cl)cc3n2)CCSC1)C1CCC1,COc1cccc(Cc2cc(C(=O)N3CCC[C@H](C#CCO)C3)cs2)c1
COc1ccc(NC(=O)[C@@H](C)Cc2cc(C)c(C)c(C)c2C)cc1S(N)(=O)=O,COc1ccc(C)cc1S(=O)(=O)NC[C@@H]1CC[NH+](C)[C@H](C)C1,COC(=O)c1ccc(=O)n(CN2CCC[C@@H](C[C@H]3C[C@H]3c3ccccc3)C2)n1,CN(C)C(=O)OS(=O)(=O)[C@@H](c1ccc(F)cc1)C(C)(C)C,CCC[NH2+]CC1CC[NH+](S(=O)(=O)c2cc(C)c(C)cc2O)CC1
FC(F)(F)COCc1cccc(CC[NH2+]Cc2ccccn2)c1,Nc1cc(CCCC(=O)NO[C@H]2NC(=O)c3c(sc4c3CCCC4)N2)cc[nH+]1,CCOc1nn2c(ncc3c(=O)n(C(=O)c4ccc5c(c4)CCN5C)ccc32)c1-c1cccc(Cl)c1,CCCC(=O)NC(=O)N[C@H]1CCc2cc(Cl)ccc21,Cc1cn2cc(NC(=O)N3CC[C@@H](C(C)(C)C)C3)ccc2n1
CCCCOC(=O)c1c(CC)nn(C2CCCCC2)c1C,c1ccc(OCCn2ccnc2C[C@H]2CCCC[NH2+]2)cc1,C[C@H]1CC(=O)N(C(=O)N2CCC(NCc3ccncc3)CC2)C1,Cc1noc(CN2C(=O)N[C@]3(CCOc4ccccc43)C2=O)n1,CC1CC[NH+](CNC(=O)N2CCCC[C@@H]2CCO)CC1
O=C(C[N+]12CCN(CC1)CC2)N[NH+]1CC[C@@H]2CCCC[C@@H]2C1,COC(=O)NCCn1nc(C(=O)C=Cc2ccc(Cl)cc2)n(C)c1=S,COc1ccccc1[C@@H]1CC[C@@H]([NH2+]C(=O)CN2CCS(=O)(=O)CC2)O1,C=C(C)CNC(=O)[C@H](CC(C)C)C(=O)CN1C(=O)N(C)C2(CCCCC2)C1=O,COc1cccc(CNc2ccc(Br)cc2Oc2ccc(C)cc2)c1-c1ccccc1
Cc1ccncc1NCc1ccc(-c2cccc(Oc3cccc(C(F)(F)F)c3)c2)cc1,C[C@@H](CC#N)CNC(=O)CSc1ccc(F)cc1,CC(C)C[NH2+][C@@H](NC(=O)Nc1nccs1)[C@@H]1CCCO1,CCc1cccc(OCNC(=O)Cn2cnc(C#N)n2)c1,CC[C@H]1SC(=S)N([C@@H]2CCC[C@H]2CO[C@@H](C)C(C)(C)C#N)C1=O
CCn1nc(C)c(Br)c1Oc1nc2c(c(=O)[nH]c(=O)n2C)n1N1CCC(OC2CCCCC2)CC1,CC(C)c1ccc(S(=O)(=O)[C@H]2[C@@H](CCc3ccccc3)CC3(CC2(C)C)OCCO3)cc1Cl,CCC[C@@H](C)COc1csc(I)c1,C[C@@H](CSCCO)n1ccc(C#N)n1,CC[NH2+]Cc1ccc(O[C@H](C)C(=O)NC)cn1
Cc1ccncc1NC(=O)c1cccc(C(=O)N2CCC[C@@H](C3C[C@@H](C)O[C@H](C)C3)C2)c1,C[C@@H]1CN2C[C@H](O)C[C@@H]2C[NH+]1c1ccc([C@@H]2CC(=O)N(C)C2)cc1,Cc1noc(C[NH+]2CC[C@H](NCc3cnn(C)c3C)C2)n1,Cc1nc2c(s1)[C@@H](C(=O)N1CC[C@@H](N3C[C@H]4CCCC[C@@H]4C3)[C@@H]1C)CCC2,COn1c(SCC(=O)N2C(=O)NC(c3ccccc3)([C@@H]3CC=CCC3)C2=O)nc(C)c1C
C[C@H]1C[C@H](C)CN(C(=O)N2CCC(CC[C@H](O)c3cccc(C(C)(C)C)c3)CC2)C1,Cc1cccc2nc(S(=O)(=O)c3ccnc4ccccc34)cn12,CCCSc1ccc2ncn(CCC=C(C)C)c(=O)c2c1,CC(=O)N1CCC[NH+](C(=O)Nc2ccc3nc(Cc4ccc5c(c4)OCO5)oc3c2)CC1,C[NH+]1CC[C@@H](CCNC(=O)Nc2nc(C3(c4ccccc4F)CC3)n[nH]2)C1
O=C(NC[C@@H](CCO)c1ccccc1)[C@H]1CCO[C@]2(CCSC2)C1,CCCn1c(C)cc(C=C2C(=O)Nc3ccc(Cl)cc32)c1C,CC[C@@H]1CN(c2cccc[nH+]2)CCO1,CCN(CCCC(=O)[O-])C(=O)CO[C@@H]1C[C@H]1C,CC(C)(C)c1cc([C@@H]2C(=O)NCCN2C(=O)Nc2cccs2)ccc1F
Nc1ccc(C(=O)N2CCC(ON=Cc3cccc([N+](=O)[O-])c3)CC2)cc1,Cc1ccc(Cl)c(S(=O)(=O)NC=C[NH+](C)C)c1,CCCOc1ncnc(Nc2ccc(OC)c(O)c2)c1C(F)(F)F,COc1ccc(NC(=O)NC(=O)C=Cc2ccc(F)c(C(=O)[O-])c2)cc1,NC(=O)c1cccc(CNC(=O)CN2CCCC[C@H]2c2[nH+]ccn2C(F)(F)F)c1
CC(C)c1ccc(NC(=O)c2cc(Cl)sc2Cl)cc1,CCCCn1cc[nH+]c1C(=O)CN1CC[NH+](C)C[C@@H]1c1ccc(Cl)cc1,CCc1ccc(N2C[C@H](OC(=O)c3ccc(-c4nsc5ccccc45)cc3)CC2=O)cc1,Cc1ncc(C(=O)Nc2ccc3c(c2)OCCO3)n1Cc1nc[nH]n1,CNC(=O)N(CCS(C)(=O)=O)[n+]1ccc(NC2CC2)cc1
Cc1cccnc1C[C@@H](O)c1ccc(O)c(C[S@+](C)[O-])c1,Cc1cc(C)c(S(C)(=O)=O)c(NS(=O)(=O)[n+]2ccc(C(C)(C)C)cc2)[nH+]1,COc1ccccc1-c1ccc(CNC(=O)[C@H](C)CNS(=O)(=O)c2ccc3ccccc3c2)cc1,N#CCCSC(=O)c1ccc(-c2ccc3c(c2)C(=O)NC3=O)o1,COC[C@@H](C)c1noc(CC#N)n1
Cn1c(=O)oc2cc(C(=O)NNC(=O)COC[C@H](O)CO)ccc21,O=C(NCCC(F)(F)F)c1ccco1,O=C(Nc1cccnc1Cl)C1=Cc2cc(Cl)ccc2OC1,COc1c(C(=O)Oc2cc(F)ccc2C2CCOCC2)c(C)nn1C,C[C@H](c1ccc([C@@H]2CCC[NH+]2C)cc1)S(=O)(=O)[C@@H](C)CCn1cncn1
CCOC(=O)CN1C(=O)S/C(=C/NC(=O)C[C@H]2CC=CCC2)C1=O,O=C(CCn1cnnc1)NNC(=O)C(=O)[C@@H]1COc2ccc(F)cc2C1,CCCCN(C)S(=O)(=O)[N-]Cc1nnc(N)s1,Cc1cc(C)c2c(c1)OCC[C@H]2c1ccc(C(=O)c2cccc(S(N)(=O)=O)c2)s1,Cc1cccc2cc(C(=O)NC[C@@]3(C(=O)c4cccs4)CCN(C(=O)c4ccccc4)C3)c(-c3ccc([N+](=O)[O-])cc3)nc12
Cc1ccn([C@H](CSc2nc(-c3ccncc3)cc(C(C)C)n2)c2ccccc2)n1,C[C@@H](Cc1ccc(N2CCCCC2)cc1)OC(=O)C1(n2cncn2)Cc2ccccc2C1,CSc1cc(C#N)c(Cl)cc1Cl,Cc1cc(C)n(CC(=O)NCCNC(=O)N2C[C@H](C)O[C@@H](C)C2)n1,COc1ccc([C@@]2(c3ccc(-c4c[nH]cc4OC)cc3)CCCN(c3c[n-]c(NC=NOC=O)c3)C2)cc1
Cc1c(C(=O)N(C)c2ccc(N3CCNC(=O)[C@@H]3c3ccccc3)cc2)cnn1C(=O)[O-],C[NH2+]CCc1c(C)nn(Cc2ncccc2C)c1C,CC(C)[C@@H]1CN(NC(=O)C[NH+]2CCCN(C(=O)C(C)(C)C)CC2)c2ccccc2N1,COc1cccc(C(=O)N2CCC[C@H](N3C(=O)NC4(CCC4)C3=O)C2)c1,CCOc1ccccc1[C@H](c1cc(C(=O)c2cccc(N)c2)n(C)n1)c1oc2c(Cl)cccc2c1C
CC(C)[C@H]1OCC[C@H]1NC(=O)Cc1cccn1C,Cc1ccc2c(c1)=[NH+][C@H]([C@H](C[NH2+]C(=O)Nc1cc(C)on1)c1cc[n+]([O-])cc1)[NH+]=2,CCCCc1ccccc1[C@H](C)C(=O)NN,COc1c(Br)cc(Nc2ccc(O[C@@H](C)O)cc2)cc1C(=O)[O-],CC(C)(C)Oc1ccc(C(=O)N[C@@H]2CC(=O)Nc3ccccc32)o1
CCn1cncc1-c1cc(C)c(CNc2occc2C)c(C)c1,Cc1nc(N[C@H](C(=O)Sc2noc3ccccc23)C(C)C)c2oc3ccccc3c2n1,Cc1cc([C@H](Cn2cc(Cl)cn2)c2c(C)n(C)n(-c3ccccc3)c2=O)c(C)[nH]1,C[C@H]1CCC[NH+](Cc2ccc(NC(=O)NNS(=O)(=O)[C@H]3CCS(=O)(=O)C3)cc2)CC1,Nc1nc(CC(=O)N2CCN(C(=O)C3CCCCC3)CC2)nc([C@@H]2COc3ccccc3O2)n1
CCc1ccccc1C(=O)NS(=O)(=O)c1ccc2c(c1)[C@H]1C=CC[C@H]1[C@@H](Cc1ccccc1)N2,Cc1ccccc1/C=N\NC(=O)c1ccc(S(=O)(=O)NC(=O)OC(C)C)cc1,CCN[C@@H](C(=O)/N=c1/sccn1C)C(C)C,CC(=O)[C@H]1[C@@H](N[C@@H](F)C(=O)[O-])NC(=O)N[C@]1(O)c1ccccc1,O=C(NC[C@@H](Nc1ccc(Cl)cn1)C(=O)[O-])c1ccccc1
COC(CNC(=O)C1(Oc2ccccc2C)CCOCC1)c1ccc(C)c(C)c1,CC[C@@H](Cn1cccn1)[NH+](C)CC(=O)NCC#COC,Cc1nn(C)c2[nH]nc(CNNNC(=O)NCc3ncnn3C)c12,O=C1NC=CN2NC(CC(=O)n3nc4ccccc4n3)=C[C@H]12,Cc1cc([C@@H](C)C(=O)[C@@H](C[NH3+])c2ccccc2)c(C)s1
Cc1ccc(Nc2cc(Cc3ccccc3NS(C)(=O)=O)c3ccccc3n2)c(Cl)c1,O=C(Nc1ccco1)N1CCN(C(=O)c2cccnc2-c2ccccc2)CC1,COCO[C@@H](CC(=O)OC)c1ccc(C(=O)c2nc3c(C)cc(Cl)cc3s2)cc1,Cn1nc(NCC2CC2)c2c1CC[C@@H](C(=O)[O-])C2,CCCc1cc(Br)ccc1NC(=O)c1ccccc1N1CC2(CC2)c2ccccc21
Cc1ccc(-c2noc([C@@H](C)Nc3ccc(-c4ccncc4)cc3C(=O)NC(=O)C=Cc3ccc(Cl)cc3Cl)n2)cc1C,O=C(C(Cc1ccccc1)c1ccccc1)N1CCC[C@@H]1N1C(=O)CNC1=O,C[NH2+][C@H]1COc2cc([C@@H]3CC[NH2+]C[C@@H]3OC(C)C)ccc21,CO[C@@H]1CCCN(C(=O)c2cn3c4c(ccc(Cl)c4c2=O)O[C@H](C)C3)C1,N#Cc1ccc(N[C@H](CS[C@H]2NC(=O)c3ccccc3NC2=O)c2ccc(Cl)cc2)cc1Cl
Cc1csc(C(=O)N2CC[C@@H]2C2CCC2)n1,CC(C)=NONc1ncc(Cl)cc1F,CCOCC,Cc1[nH]c2ccccc2c1CC(=O)Nc1ccc(C(=O)NC(C)C)cc1,C[C@H]1CCCN(C(=O)C[NH+]2CCC[C@@H]3CCC[C@@H]32)C1
CCNCCn1c(Nc2nnc(C)s2)nc2ccccc2c1=O,CC(=O)Nc1ncc2c(n1)C[C@H]([NH+]1CCc3ccccc3C1)CC2=O,Cc1cc(O)ccc1NC(=O)CCC(=O)N/N=C/[N+](=O)[O-],CNC(=O)c1ccc2nc(SCc3nc(-c4c(C)cc(C)cc4C)n4c3CCCCC4)sc2c1,C[C@@H]1CN(Cc2cccc(C(=O)c3nnn[n-]3)c2)CC[NH+]1C
CCOCC[NH2+]Cc1c(C)cc(Br)cc1C,COc1cccc([C@@H](O)CNS(=O)(=O)Oc2ccc(Nc3ccc(C)cc3)cc2)c1,Cc1nnc(Oc2cccc3cnccc23)nc1-c1ccccc1Cl,CSCCCCNC(=O)c1n[nH]c(=S)n1C,C[C@H](O)c1cc(Cl)ccc1OC(=O)c1ccccc1
COCc1ccsc1N(C(=S)N[C@@H]1c2ccccc2C[C@H]1O)C1CCCC1,CSCOC(=O)c1ccc(-c2ccco2)s1,C=CC(=O)Nc1ccc(C(=O)Nn2nc(C)c3c(=O)[nH]c(CCc4cccc(F)c4)nc32)cc1,COC(=O)[C@@H](c1ccc(F)cn1)c1ccon1,C[C@H](N[C@H](C)c1cccc(C(=O)[NH+]2CC(C)(C)C2(C)C)c1)C1CCCCC1
COc1ccc(C=c2sc3nnc(-[n+]4ccc(-n5cccc5)cc4)n3c2=O)cc1,NC(=O)C[NH+]1CCN(C(=O)c2cccc(NC(=O)c3cnn(-c4ccccc4)c3-c3ccccc3)c2)CC1,COCc1nc(CC(=O)Nc2ccc(Cc3c(C)noc3C)cc2)n[nH]1,CC(C)c1ccc([C@@H]2CCCC(C)(C)[C@H]2O)c(N)c1,COc1ccc([C@H](C[NH3+])C(=O)N(C)c2cccc(I)c2)cc1
CC(=O)CN(C)C(=O)Nc1c(Nc2ccccc2O)nc2sccn12,COc1cc([C@@H](N)C[NH3+])ccc1Cl,CC(C)CC[NH+]1CCN(Cc2ccc(F)cc2)C[C@@H]1C(N)=O,Cc1ccc(-c2nc(CCC(=O)NC(=O)c3cccc(C)c3)cs2)cc1,CN1C[C@H](NC(=O)N2CCN(Cc3cnn4cccnc34)CC2)CC1=O
C[C@H](NCc1ccccc1)c1ccc2c(=O)c(-c3nnc(N4CCCCC4)s3)c([O-])[nH]c2c1,NC(=O)c1cccc(Oc2ccccc2S(=O)(=O)[N+](=O)[O-])c1,Cc1cccc2c(NC(=O)c3csc(C4CCCC4)n3)c[nH]c12,CCSc1c(Br)cc(C(=O)c2[nH]cnc2C)cc1Br,CC(C)[C@H]1OCC[C@@H]1NCCCCCS(C)(=O)=O
COc1ccc(C([O-])=C(C#N)C(=O)Nc2cccc3ccccc23)cc1,COc1cc([N+](=O)[O-])cc(-c2ccc(C)cc2)c1O,CCC[C@@H]1CC=CC[C@H]1C(=O)NC(=O)c1c(C(=O)c2cccnc2)noc1C,C[C@@H]([NH3+])C[NH2+][NH+](C)CC(=O)NCc1ccc2c(c1)OCO2,Cn1cc(C(=O)NCCO/N=C(/N)Cc2ccc(F)cc2)c(-c2ccccc2)n1
CCc1cc(C(=O)N[C@H]2c3ccccc3C[C@@H]2C)c2c(C)nn(N(C)C)c2n1,C[NH+](C[NH3+])[C@@H]1CCC[NH+]([N+](=O)[O-])C1,CCSC(=O)NNS(=O)(=O)N1N=C(c2ccc(O)cc2)C[C@@H]1c1ccc2c(c1)OCO2,CN1CCO[C@H](C(S)c2nnc3ccccn23)C1,COCOc1cnc2nc(C)ccc2c1C(=O)N1CCC([C@H]2C=CN=N2)CC1
COc1ccc(-c2sc(C(C)(C)C)cc2N[C@@H](CC[NH+](C)C)c2ccncc2)s1,CC(C)[C@H]1CC[C@@H](C)C(=CCNC(=O)CN2C(=O)c3ccccc3C2=O)C1=O,COc1ccc(CC(=O)N2Cc3ccccc3C[C@@H]2CN2CCC[C@H](C)C2)cc1,CC(C)(C)NC(=O)NC1CCC(C(=O)c2ccc(-c3n[nH]c(=O)c4ccccc34)cc2)CC1,CCC(=O)C1=NC(=O)C[C@@H](C(=O)Nc2cc(C(C)(C)C)ccc2OC)N1
Cc1ccc(NC[C@@H](O)CO)c(NC[C@@H](O)c2cccc(F)c2)c1C,CCn1nnnc1COc1ccccc1S(C)(=O)=O,O=C([O-])[C@@H]1C[NH+](c2occc2C=NO)C[C@@H]1c1ccc(C(F)(F)F)cc1,CC[C@H](Nc1ccc(C(=O)Nc2cccc3ncccc23)cc1)C(=O)OC,Cc1cccc(-c2ncc3ccccc3n2)c1
C[C@H](C#N)CN(Cc1ccccc1CC(=O)Nc1ccc(N)c(F)c1)c1ccccc1,O=C(CSCc1ccc(-c2cnccn2)cc1)NNc1ccccc1,Cc1ccccc1-n1nnc(-n2nc(C(F)(F)F)nc2C2CC2)c1NCOc1ccc(Cl)cc1,C[NH+]1CCN(c2ccc3c(c2)CN(CCC(F)(F)F)CC3)CC1,C[C@@H](c1n[nH]c(N)c1NCC=Cc1cccc2c1OCCO2)c1cccc2cccnc12
CCCN1CCN(C(=O)NCc2cnc3ncnn3c2C)[C@H]([C@H]2CC(=O)N(c3cccc[nH+]3)C2)C1,Cc1ccc(Nc2nc(Cl)nc(N)c2C(=O)Cc2ccccc2O)cc1,CCS(=O)(=O)CC(=O)NCC1=NN=C(C2CCC(C)CC2)C1,Cc1cc(N2CCN(C[C@H]3[C@@H]4CCO[C@@H]4C3(C)C)CC2)nc(N)[nH+]1,CC[NH2+]C1CCN([C@@H](C)[NH2+]Cc2sc(-c3cccc(F)c3F)nc2C)CC1
COCc1ccc([C@@H]([NH3+])[NH+]2CC[C@H]3OCCC[C@@H]3C2)cc1C,C[S@+]([O-])CCC(=O)NCC(=O)Nc1c(F)cc(F)cc1F,O=C1CCC2(CCN(c3cccc(Cl)c3Cl)CC2)CN1C1[NH+]=c2ccccc2=[NH+]1,COCC[NH2+]S(=O)(=O)C=Cc1cccc(OC)c1-c1ccccc1,CCc1nnc(Cc2ccccc2C)n1N
O=C(c1nc(-c2ccc([N+](=O)[O-])cc2)no1)N1CCC(Nc2nc(C3CCC3)cs2)CC1,CC(=O)c1ccc(OC(=O)NN/C(C)=C\C(=O)Nc2cccc(Cl)c2O)cc1,Cc1occc1C(=O)NCC(C)(C)Oc1ccccc1,COc1ccccc1OC(=O)Nc1ccc2c(c1)CN(C(F)(F)F)C(=O)[C@H](C)O2,CCc1ccc(C(=O)/C(C#N)=C\NNC(=O)c2ccnnc2)cc1
CC(C)N(c1ccc(Br)cc1)c1c(Cl)cccc1Cl,O=C([O-])[C@@H]1[NH2+]CC[C@@H]1C(=O)N1CCOC[C@H]1C1CCSCC1,CNC(=O)c1ccc(NC(=O)N2CCC[C@@H](CC(F)F)C2)nn1,CCCCOc1ccc2c(c1)CCC[C@@H]2NC(=O)N[C@@H](C=O)CC,Cc1nc([C@@H](C)N(C)C[NH+](C)[NH+]2[C@H](C)CCC[C@H]2C)cs1
Cc1nc([NH2+]c2cccc(F)c2)c2c(C[C@@H](c3cccs3)N3CC[NH+]4CCC[C@@H]4C3)csc2n1,C/[NH+]=C(\NCCOC(=O)c1cnc(-c2c(N)n(C)c(=O)n(C)c2=O)cn1)Nc1ccncc1,COc1ccc(/C=C(\C#N)C[C@H](C(=O)[O-])c2ccc(Br)cc2)cc1C1(C#CCO)CCOCC1,COc1ccc(NC(=O)C(=O)N2CC[C@H](CC#Cc3ccc(F)cc3)C2)cc1CSc1ccccc1,CC(C)[C@@H]1CCCC[C@@H]1NC(=O)N1CCN(C2CC[NH+](C)CC2)CC1
Cc1ccc(OCCCN2C(=O)c3ccccc3[C@H]2c2ccncc2)cc1C,O=C(NCC[C@H]1CCCN(c2cccc(F)c2)C1)S(=O)(=O)Cc1ccc(F)c(Cl)c1,Cc1cccc([C@@H](C=O)Oc2nnc(NC(=O)Cc3ccccc3)o2)c1,C[C@@H]1CCCN(Cc2ccc(F)cc2OCCO)C1,CN(Cc1[nH+]ccn1C)C(=O)NCCNC(=O)N1CCOC[C@H]1C1CC1
CCCC(=O)NS(=O)(=O)Cc1cc(Cl)cc(Cl)c1,COc1cccc(C[NH+]2CCN(CNc3cccc[nH+]3)CC2)c1,Cc1cc(C)c(N=C(O)CN(C)C(=O)Nc2cccc(Br)c2)c(C)c1,CCN(C(=O)CC(=O)c1ccccc1)[C@@H]1C[C@@H](C2CC[NH+](CC)CC2)C1(C)C,CC(C)(C)C(=O)N1CCN(CCc2nsc3ccccc23)CC1
Cc1cccc(NC(=O)c2ccc(Cc3cc(S(C)(=O)=O)ncn3)cc2)c1,CNc1c(Cl)cc(-c2ccc(C)o2)cc1C(N)=O,O=C1CC2(CCCC2)CN1c1ccc(NCCN2CCO[C@@H]3CCCC[C@H]32)cc1,CC(C)c1nccc(Oc2ccc([C@]3(C#N)CC(C)(C)OC3(C)C)cc2)n1,O=C([O-])c1cscn1
C[C@@H]1CCC[C@@H](CN2CC[C@H](C)C[C@H]2C)C1,CC(C)Oc1cc(C[NH+](C)S(=O)(=O)c2cccc(F)c2)ccc1F,COc1cc(CC(=O)NC(=O)N2CCOCC2)ccc1-c1nc2ccccc2nc1C[C@@H]1CCCO1,O=C(Cc1cccc(C(F)(F)F)c1)NNc1ccoc1,COc1ccc(C(=O)Nc2ccc(Cl)cc2)cc1
CSC[C@H](CCO)NC(=O)COCC(F)(F)F,CC(=O)N1Cc2ccccc2OC2(CC[NH+](C(=O)c3ccc(N)c(Cl)c3)CC2)C1,CC[C@@H](C)C(=O)C(=O)N1CCN(C(=O)N[C@@H]2CCC[C@@H](C)C2)CC1,COc1ccc(N)c(C(=O)NCC[C@@H]2C=CCC2)c1,CN(C)CCCCc1nc(-c2c(Cl)cccc2Cl)no1
Cc1noc(/C=C/CC(=O)Nc2ccccc2OCc2ccc3c(c2)CCCC3)n1,CC(C)CNC(=O)O[C@@H](C)C(=O)NCC(=O)c1ccc2ccccc2c1,Cc1ccc(OCC(=O)Nc2cccn(CN[C@H](C)CC(=O)[O-])c2=O)nn1,COc1ccc([C@]2(O)CC(C)(C)OC2(C)C)cc1C,CC(=O)Nc1ncnc(Oc2ccccc2NCC(C)(C)O)c1Nc1ccc(Br)cc1
Cc1cc(Nc2nc(OCC(=O)C[C@H](C)C#N)c3ccccc3[nH+]2)ccc1Cl,COc1ccc(N(C(=O)c2cc3c(s2)-c2ccccc2OC3)c2ccc(C)o2)cc1,C/C=C\C=C\C(=O)OC(Cc1ccc(Br)o1)[NH+]1CCC(C)CC1,COC(=O)[C@H](CCNC(=O)c1cccc(C)c1)N1CCS(=O)(=O)CC1,CS(=O)(=O)c1cccc(C2C[NH2+]C2)c1On1c(=O)oc2ccc(Cl)cc21
COCCOc1ccc(O)cc1,Cc1cc(C(=O)NNC(=O)NCc2cc([C@@H](C)[C@H](C)n3cnnn3)[nH+]c3ccccc23)c[nH]c1=O,CCC(=O)NCC1CCC(N(C)C)CC1,C[C@@H]([NH2+]C[C@H]([O-])Cc1ccccc1)c1cc2cc(Cl)ccc2o1,COc1cccc2cc(C(=O)c3ccccn3)c(=O)oc12
CN(C)C(=O)c1cccc2c1N[C@H](c1ccc(I)cc1)[C@@H]1CC=C[C@H]21,Cc1cccc(-c2cccc(N3C[C@H](C(F)(F)F)CC3=O)c2O)c1,CNC(=O)c1ccc2c(c1)CCCN2C(=O)NC[C@@H]1CC(=O)N(C)C1,COCS(=O)(=O)CC(=O)Nc1cc(OC(=O)c2ncccn2)ccc1C(F)F,C[C@H]1CCC[C@H](C)[NH+]1CC=Cc1c(F)cccc1-c1ccccc1
COc1ccc(-c2c(Oc3cccc4ccccc34)c(C)nc3sc4c(c23)CC[C@H](C)C4)cc1,COC(=O)[C@@H](CC[NH+]1CCc2n[nH]cc2C1)c1cc(C)ccc1OC,Cc1cccc(NC(=O)c2ccccc2C(=O)N(C)C)c1,CC(C)=C[C@@H]1CCC[C@@H]1CCOC(=O)c1ccccc1,COCC[C@H](C)C(=O)N1CCN(C(=O)C(=O)N/N=C/Oc2c(C)cccc2C)CC1
CCc1cc[n+](C(=O)N2CCC(CO)(C(=O)CSC)CC2)cc1,CC1(C)C[C@H](COCCC(=O)NC#CCO)c2ccccc2O1,Cc1cn2c(OCCC[C@H]3CCCO3)c(C)nc2s1,CC(C)[C@@H](O)C(C)(C)CC(=O)N(Cc1ccccc1N)c1cccs1,CC(C)[C@H](C(=O)N1CC[C@@H](NC(=O)C(=O)OCC[NH+](C)C)C1)c1cccc(F)c1
N#Cc1ccc(CS(=O)(=O)/N=C(\[O-])NCCCc2ccc3c(c2)OCO3)cc1,C[C@H](NC(=O)c1cnn2c1OCCC2)C(=O)Nc1ccc(Cc2ccsc2)cc1,C[C@H](CS)COC1CCOCC1,COc1cccc([C@@H]2CCN(C(=O)C#Cc3ccc(C)cc3)C2)c1,O=C([O-])/C=C/c1ccccc1CN1Cc2ccccc2C1
